Row_Number,City_Name,City_Canonical_Name,Lat_Lon,Start_Time,End_Time,Temperature,Pressure,Humidity,Weather_ID
303222,Irvine Technology Center,"Irvine Technology Center,California,United States","33.65574,-117.73551",1394690400,1394701199,283.67,997.5,95,800
303223,Irvine Technology Center,"Irvine Technology Center,California,United States","33.65574,-117.73551",1394701200,1394711999,281.69,997.2,94,800
303224,Irvine Technology Center,"Irvine Technology Center,California,United States","33.65574,-117.73551",1394712000,1394722799,281.54,996.43,98,802
303225,Irvine Research Center,"Irvine Research Center,California,United States","33.63925,-117.73391",1394679600,1394690399,288.37,996.67,80,800
303226,Irvine Research Center,"Irvine Research Center,California,United States","33.63925,-117.73391",1394690400,1394701199,283.78,997.5,95,800
303227,Irvine Research Center,"Irvine Research Center,California,United States","33.63925,-117.73391",1394701200,1394711999,281.78,997.2,94,800
303228,Irvine Research Center,"Irvine Research Center,California,United States","33.63925,-117.73391",1394712000,1394722799,281.63,996.43,98,802
303229,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394679600,1394690399,292.55,1021.87,95,803
303230,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394690400,1394701199,292.61,1023.04,87,804
303231,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394701200,1394711999,291.07,1024.44,76,500
303232,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394712000,1394722799,285.92,1028.45,64,800
303233,Southbank,"Southbank,Florida,United States","30.0456,-81.79498",1394679600,1394690399,291.16,1019.6,78,800
303234,Southbank,"Southbank,Florida,United States","30.0456,-81.79498",1394690400,1394701199,290.82,1022.07,69,800
303235,Southbank,"Southbank,Florida,United States","30.0456,-81.79498",1394701200,1394711999,284.84,1025.98,59,800
303236,Southbank,"Southbank,Florida,United States","30.0456,-81.79498",1394712000,1394722799,281.29,1030.15,60,800
303237,Hogan's Creek,"Hogan's Creek,Florida,United States","30.34665,-81.6643",1394679600,1394690399,291.23,1019.36,64,804
303238,Hogan's Creek,"Hogan's Creek,Florida,United States","30.34665,-81.6643",1394690400,1394701199,286.69,1023.44,58,800
303239,Hogan's Creek,"Hogan's Creek,Florida,United States","30.34665,-81.6643",1394701200,1394711999,281.79,1026.95,64,800
303240,Hogan's Creek,"Hogan's Creek,Florida,United States","30.34665,-81.6643",1394712000,1394722799,279.14,1031.12,72,800
303241,Riverside,"Riverside,Florida,United States","39.779781,-84.1241",1394679600,1394690399,266.76,995.94,84,600
303242,Riverside,"Riverside,Florida,United States","39.779781,-84.1241",1394690400,1394701199,263.56,997.5,81,802
303243,Riverside,"Riverside,Florida,United States","39.779781,-84.1241",1394701200,1394711999,261.96,998.74,80,801
303244,Riverside,"Riverside,Florida,United States","39.779781,-84.1241",1394712000,1394722799,260.75,1001.13,75,800
303245,Brooklyn,"Brooklyn,Florida,United States","40.650101,-73.949577",1394679600,1394690399,273.98,990.75,90,500
303246,Brooklyn,"Brooklyn,Florida,United States","40.650101,-73.949577",1394690400,1394701199,266.17,996.85,95,500
303247,Brooklyn,"Brooklyn,Florida,United States","40.650101,-73.949577",1394701200,1394711999,261.15,1001.9,100,802
303248,Brooklyn,"Brooklyn,Florida,United States","40.650101,-73.949577",1394712000,1394722799,259.18,1007.37,99,803
303249,Avenues,"Avenues,Florida,United States","30.18795,-81.5536",1394679600,1394690399,290.99,1019.6,78,800
303250,Avenues,"Avenues,Florida,United States","30.18795,-81.5536",1394690400,1394701199,290.66,1022.07,69,800
303251,Avenues,"Avenues,Florida,United States","30.18795,-81.5536",1394701200,1394711999,284.69,1025.98,59,800
303252,Avenues,"Avenues,Florida,United States","30.18795,-81.5536",1394712000,1394722799,281.15,1030.15,60,800
303253,Crown Center,"Crown Center,Missouri,United States","39.07706,-94.58607",1394679600,1394690399,275.83,1000.23,61,800
303254,Crown Center,"Crown Center,Missouri,United States","39.07706,-94.58607",1394690400,1394701199,271.79,1000.26,77,800
303255,Crown Center,"Crown Center,Missouri,United States","39.07706,-94.58607",1394701200,1394711999,271.56,999.39,73,800
303256,Crown Center,"Crown Center,Missouri,United States","39.07706,-94.58607",1394712000,1394722799,272.61,998.7,66,800
303257,Hospital Hill,"Hospital Hill,Missouri,United States","39.07958,-94.57427",1394679600,1394690399,275.83,1000.23,61,800
303258,Hospital Hill,"Hospital Hill,Missouri,United States","39.07958,-94.57427",1394690400,1394701199,271.79,1000.26,77,800
303259,Hospital Hill,"Hospital Hill,Missouri,United States","39.07958,-94.57427",1394701200,1394711999,271.56,999.39,73,800
303260,Hospital Hill,"Hospital Hill,Missouri,United States","39.07958,-94.57427",1394712000,1394722799,272.61,998.7,66,800
303261,Downtown,"Downtown,Nevada,United States","36.16912,-115.14039",1394679600,1394690399,287.33,919.66,31,800
303262,Downtown,"Downtown,Nevada,United States","36.16912,-115.14039",1394690400,1394701199,281.93,919.6,40,800
303263,Downtown,"Downtown,Nevada,United States","36.16912,-115.14039",1394701200,1394711999,279.68,918.82,46,800
303264,Downtown,"Downtown,Nevada,United States","36.16912,-115.14039",1394712000,1394722799,278.17,918.21,47,800
303265,Deerfield,"Deerfield,Kentucky,United States","42.171139,-87.844513",1394679600,1394690399,262.94,1012.39,79,800
303266,Deerfield,"Deerfield,Kentucky,United States","42.171139,-87.844513",1394690400,1394701199,259.89,1012.82,70,800
303267,Deerfield,"Deerfield,Kentucky,United States","42.171139,-87.844513",1394701200,1394711999,258.15,1012.68,80,800
303268,Deerfield,"Deerfield,Kentucky,United States","42.171139,-87.844513",1394712000,1394722799,258.34,1013.05,78,800
303269,Waterfront,"Waterfront,California,United States","34.41185,-119.68871",1394679600,1394690399,286.64,1022.44,86,800
303270,Waterfront,"Waterfront,California,United States","34.41185,-119.68871",1394690400,1394701199,286.71,1022.55,87,800
303271,Waterfront,"Waterfront,California,United States","34.41185,-119.68871",1394701200,1394711999,286.78,1022,86,800
303272,Waterfront,"Waterfront,California,United States","34.41185,-119.68871",1394712000,1394722799,286.19,1021.88,91,800
303273,Downtown Long Beach,"Downtown Long Beach,California,United States","33.77442,-118.18765",1394679600,1394690399,287.62,1025.03,95,800
303274,Downtown Long Beach,"Downtown Long Beach,California,United States","33.77442,-118.18765",1394690400,1394701199,286.32,1026.2,100,800
303275,Downtown Long Beach,"Downtown Long Beach,California,United States","33.77442,-118.18765",1394701200,1394711999,285.87,1025.81,100,802
303276,Downtown Long Beach,"Downtown Long Beach,California,United States","33.77442,-118.18765",1394712000,1394722799,285.11,1024.96,100,800
303277,Century City,"Century City,California,United States","34.05943,-118.41283",1394679600,1394690399,287.23,957.6,31,800
303278,Century City,"Century City,California,United States","34.05943,-118.41283",1394690400,1394701199,282.4,958.35,47,800
303279,Century City,"Century City,California,United States","34.05943,-118.41283",1394701200,1394711999,279.12,957.97,67,800
303280,Century City,"Century City,California,United States","34.05943,-118.41283",1394712000,1394722799,277.98,957.03,70,800
303281,Downtown,"Downtown,California,United States","38.57903,-121.49994",1394679600,1394690399,288.66,1016.36,45,800
303282,Downtown,"Downtown,California,United States","38.57903,-121.49994",1394690400,1394701199,283.95,1017.61,44,800
303283,Downtown,"Downtown,California,United States","38.57903,-121.49994",1394701200,1394711999,281.89,1017.71,46,800
303284,Downtown,"Downtown,California,United States","38.57903,-121.49994",1394712000,1394722799,279.71,1017.34,60,800
303285,Phoenix Hill,"Phoenix Hill,Kentucky,United States","38.24857,-85.73882",1394679600,1394690399,273.29,1007.69,62,800
303286,Phoenix Hill,"Phoenix Hill,Kentucky,United States","38.24857,-85.73882",1394690400,1394701199,270.52,1009.25,57,800
303287,Phoenix Hill,"Phoenix Hill,Kentucky,United States","38.24857,-85.73882",1394701200,1394711999,268.25,1010.25,52,800
303288,Phoenix Hill,"Phoenix Hill,Kentucky,United States","38.24857,-85.73882",1394712000,1394722799,266.12,1012.23,54,800
303289,Downtown,"Downtown,Kentucky,United States","38.04773,-84.49934",1394679600,1394690399,271.71,999.91,58,801
303290,Downtown,"Downtown,Kentucky,United States","38.04773,-84.49934",1394690400,1394701199,267.91,1001.63,50,800
303291,Downtown,"Downtown,Kentucky,United States","38.04773,-84.49934",1394701200,1394711999,265.66,1003.2,53,800
303292,Downtown,"Downtown,Kentucky,United States","38.04773,-84.49934",1394712000,1394722799,264.3,1005.59,65,800
303293,Brickell,"Brickell,Florida,United States","25.74958,-80.20481",1394679600,1394690399,296.2,1024.79,90,804
303294,Brickell,"Brickell,Florida,United States","25.74958,-80.20481",1394690400,1394701199,295.48,1025.06,95,803
303295,Brickell,"Brickell,Florida,United States","25.74958,-80.20481",1394701200,1394711999,293.97,1025.57,95,801
303296,Brickell,"Brickell,Florida,United States","25.74958,-80.20481",1394712000,1394722799,291.6,1027.96,99,801
303297,Juneau Town,"Juneau Town,Wisconsin,United States","43.04066,-87.90545",1394679600,1394690399,265.35,1011.74,70,800
303298,Juneau Town,"Juneau Town,Wisconsin,United States","43.04066,-87.90545",1394690400,1394701199,263.22,1012.01,71,800
303299,Juneau Town,"Juneau Town,Wisconsin,United States","43.04066,-87.90545",1394701200,1394711999,262.25,1011.63,75,800
303300,Juneau Town,"Juneau Town,Wisconsin,United States","43.04066,-87.90545",1394712000,1394722799,263.16,1011.26,67,800
303301,East Town,"East Town,Wisconsin,United States","43.03881,-87.90526",1394679600,1394690399,265.35,1011.74,70,800
303302,East Town,"East Town,Wisconsin,United States","43.03881,-87.90526",1394690400,1394701199,263.22,1012.01,71,800
303303,East Town,"East Town,Wisconsin,United States","43.03881,-87.90526",1394701200,1394711999,262.25,1011.63,75,800
303304,East Town,"East Town,Wisconsin,United States","43.03881,-87.90526",1394712000,1394722799,263.16,1011.26,67,800
303305,Southgate,"Southgate,Wisconsin,United States","42.213928,-83.19381",1394679600,1394690399,261.32,1006.23,71,800
303306,Southgate,"Southgate,Wisconsin,United States","42.213928,-83.19381",1394690400,1394701199,258.4,1007.15,70,800
303307,Southgate,"Southgate,Wisconsin,United States","42.213928,-83.19381",1394701200,1394711999,256.34,1008.15,71,800
303308,Southgate,"Southgate,Wisconsin,United States","42.213928,-83.19381",1394712000,1394722799,254.96,1010.21,66,800
303309,Historic Third Ward,"Historic Third Ward,Wisconsin,United States","43.03263,-87.90581",1394679600,1394690399,265.35,1011.74,70,800
303310,Historic Third Ward,"Historic Third Ward,Wisconsin,United States","43.03263,-87.90581",1394690400,1394701199,263.22,1012.01,71,800
303311,Historic Third Ward,"Historic Third Ward,Wisconsin,United States","43.03263,-87.90581",1394701200,1394711999,262.25,1011.63,75,800
303312,Historic Third Ward,"Historic Third Ward,Wisconsin,United States","43.03263,-87.90581",1394712000,1394722799,263.16,1011.26,67,800
303313,Westown,"Westown,Wisconsin,United States","45.91063,-89.27912",1394679600,1394690399,255.56,972.51,54,800
303314,Westown,"Westown,Wisconsin,United States","45.91063,-89.27912",1394690400,1394701199,252.7,971.8,34,800
303315,Westown,"Westown,Wisconsin,United States","45.91063,-89.27912",1394701200,1394711999,253.94,970.21,45,800
303316,Westown,"Westown,Wisconsin,United States","45.91063,-89.27912",1394712000,1394722799,258.37,968.71,60,802
303317,Cannon Park,"Cannon Park,Wisconsin,United States","43.0332,-88.02806",1394679600,1394690399,264.5,1011.74,70,800
303318,Cannon Park,"Cannon Park,Wisconsin,United States","43.0332,-88.02806",1394690400,1394701199,262.41,1012.01,71,800
303319,Cannon Park,"Cannon Park,Wisconsin,United States","43.0332,-88.02806",1394701200,1394711999,261.48,1011.63,75,800
303320,Cannon Park,"Cannon Park,Wisconsin,United States","43.0332,-88.02806",1394712000,1394722799,262.44,1011.26,67,800
303321,Lower East Side,"Lower East Side,Wisconsin,United States","43.05297,-87.89748",1394679600,1394690399,264.78,1011.74,70,800
303322,Lower East Side,"Lower East Side,Wisconsin,United States","43.05297,-87.89748",1394690400,1394701199,262.68,1012.01,71,800
303323,Lower East Side,"Lower East Side,Wisconsin,United States","43.05297,-87.89748",1394701200,1394711999,261.73,1011.63,75,800
303324,Lower East Side,"Lower East Side,Wisconsin,United States","43.05297,-87.89748",1394712000,1394722799,262.67,1011.26,67,800
303325,Northpoint,"Northpoint,Wisconsin,United States","43.05982,-87.88063",1394679600,1394690399,264.78,1011.74,70,800
303326,Northpoint,"Northpoint,Wisconsin,United States","43.05982,-87.88063",1394690400,1394701199,262.68,1012.01,71,800
303327,Northpoint,"Northpoint,Wisconsin,United States","43.05982,-87.88063",1394701200,1394711999,261.73,1011.63,75,800
303328,Northpoint,"Northpoint,Wisconsin,United States","43.05982,-87.88063",1394712000,1394722799,262.67,1011.26,67,800
303329,Central Minneapolis,"Central Minneapolis,Minnesota,United States","44.94137,-93.26957",1394679600,1394690399,267.03,995.21,55,800
303330,Central Minneapolis,"Central Minneapolis,Minnesota,United States","44.94137,-93.26957",1394690400,1394701199,269.93,993.53,69,800
303331,Central Minneapolis,"Central Minneapolis,Minnesota,United States","44.94137,-93.26957",1394701200,1394711999,271.94,991.04,79,800
303332,Central Minneapolis,"Central Minneapolis,Minnesota,United States","44.94137,-93.26957",1394712000,1394722799,274.58,989.05,79,800
303333,Elliot Park,"Elliot Park,Minnesota,United States","44.97041,-93.26477",1394679600,1394690399,266.91,998.13,62,800
303334,Elliot Park,"Elliot Park,Minnesota,United States","44.97041,-93.26477",1394690400,1394701199,268.47,996.12,66,801
303335,Elliot Park,"Elliot Park,Minnesota,United States","44.97041,-93.26477",1394701200,1394711999,269.58,993.8,76,800
303336,Elliot Park,"Elliot Park,Minnesota,United States","44.97041,-93.26477",1394712000,1394722799,271.13,991.65,80,800
303337,Lake Park,"Lake Park,Florida,United States","26.800341,-80.066429",1394679600,1394690399,296.01,1023.82,91,801
303338,Lake Park,"Lake Park,Florida,United States","26.800341,-80.066429",1394690400,1394701199,294.78,1024.5,93,800
303339,Lake Park,"Lake Park,Florida,United States","26.800341,-80.066429",1394701200,1394711999,292.36,1025.49,97,802
303340,Lake Park,"Lake Park,Florida,United States","26.800341,-80.066429",1394712000,1394722799,292.17,1027.88,92,804
303341,Old Naples,"Old Naples,Florida,United States","26.14287,-81.80059",1394679600,1394690399,296.15,1024.47,96,500
303342,Old Naples,"Old Naples,Florida,United States","26.14287,-81.80059",1394690400,1394701199,293.91,1025.39,96,802
303343,Old Naples,"Old Naples,Florida,United States","26.14287,-81.80059",1394701200,1394711999,293.53,1025.73,92,804
303344,Old Naples,"Old Naples,Florida,United States","26.14287,-81.80059",1394712000,1394722799,292.73,1028.61,79,802
303345,West End,"West End,Tennessee,United States","42.468689,-75.093781",1394679600,1394690399,260.37,952.98,72,601
303346,West End,"West End,Tennessee,United States","42.468689,-75.093781",1394690400,1394701199,257.5,955.67,62,600
303347,West End,"West End,Tennessee,United States","42.468689,-75.093781",1394701200,1394711999,255.92,957.56,60,600
303348,West End,"West End,Tennessee,United States","42.468689,-75.093781",1394712000,1394722799,255.04,960.68,60,600
303349,Central Business District,"Central Business District,Louisiana,United States","29.94649,-90.07085",1394679600,1394690399,285.64,1032.9,90,800
303350,Central Business District,"Central Business District,Louisiana,United States","29.94649,-90.07085",1394690400,1394701199,283.98,1035.2,95,800
303351,Central Business District,"Central Business District,Louisiana,United States","29.94649,-90.07085",1394701200,1394711999,282.67,1036.6,100,800
303352,Central Business District,"Central Business District,Louisiana,United States","29.94649,-90.07085",1394712000,1394722799,281.95,1038.58,100,800
303353,Midtown,"Midtown,New York,United States","35.87952,-84.564102",1394679600,1394690399,272.71,989.13,51,801
303354,Midtown,"Midtown,New York,United States","35.87952,-84.564102",1394690400,1394701199,269.77,991.66,48,800
303355,Midtown,"Midtown,New York,United States","35.87952,-84.564102",1394701200,1394711999,268.43,992.91,54,800
303356,Midtown,"Midtown,New York,United States","35.87952,-84.564102",1394712000,1394722799,267.47,995.21,52,800
303357,Chelsea,"Chelsea,New York,United States","42.391762,-71.032829",1394679600,1394690399,275.71,994.4,88,501
303358,Chelsea,"Chelsea,New York,United States","42.391762,-71.032829",1394690400,1394701199,274.09,992.31,94,501
303359,Chelsea,"Chelsea,New York,United States","42.391762,-71.032829",1394701200,1394711999,269.67,994.85,100,500
303360,Chelsea,"Chelsea,New York,United States","42.391762,-71.032829",1394712000,1394722799,267.24,1000.08,100,601
303361,University Heights,"University Heights,New Jersey,United States","41.655022,-91.556839",1394679600,1394690399,267.93,1008.1,84,800
303362,University Heights,"University Heights,New Jersey,United States","41.655022,-91.556839",1394690400,1394701199,264.86,1007.88,71,800
303363,University Heights,"University Heights,New Jersey,United States","41.655022,-91.556839",1394701200,1394711999,264.3,1007.09,73,800
303364,University Heights,"University Heights,New Jersey,United States","41.655022,-91.556839",1394712000,1394722799,266.97,1006.32,83,803
303365,Downtown,"Downtown,Virginia,United States","37.02779,-76.34512",1394679600,1394690399,282.89,1006.07,78,501
303366,Downtown,"Downtown,Virginia,United States","37.02779,-76.34512",1394690400,1394701199,279.22,1012.01,88,800
303367,Downtown,"Downtown,Virginia,United States","37.02779,-76.34512",1394701200,1394711999,276.91,1015.92,100,800
303368,Downtown,"Downtown,Virginia,United States","37.02779,-76.34512",1394712000,1394722799,275.23,1020.75,100,801
303369,Ghent,"Ghent,Virginia,United States","36.86523,-76.29676",1394679600,1394690399,282.88,1006.56,91,500
303370,Ghent,"Ghent,Virginia,United States","36.86523,-76.29676",1394690400,1394701199,278.04,1012.01,58,800
303371,Ghent,"Ghent,Virginia,United States","36.86523,-76.29676",1394701200,1394711999,274.55,1016.25,57,800
303372,Ghent,"Ghent,Virginia,United States","36.86523,-76.29676",1394712000,1394722799,272.35,1021.15,56,800
303373,Piedmont Avenue,"Piedmont Avenue,California,United States","37.82883,-122.24919",1394679600,1394690399,290.45,1022.28,58,800
303374,Piedmont Avenue,"Piedmont Avenue,California,United States","37.82883,-122.24919",1394690400,1394701199,287.41,1022.79,68,800
303375,Piedmont Avenue,"Piedmont Avenue,California,United States","37.82883,-122.24919",1394701200,1394711999,286.18,1022,72,800
303376,Piedmont Avenue,"Piedmont Avenue,California,United States","37.82883,-122.24919",1394712000,1394722799,284.99,1021.48,76,800
303377,Downtown Oakland,"Downtown Oakland,California,United States","37.80849,-122.26651",1394679600,1394690399,290.31,1022.28,58,800
303378,Downtown Oakland,"Downtown Oakland,California,United States","37.80849,-122.26651",1394690400,1394701199,287.28,1022.79,68,800
303379,Downtown Oakland,"Downtown Oakland,California,United States","37.80849,-122.26651",1394701200,1394711999,286.05,1022,72,800
303380,Downtown Oakland,"Downtown Oakland,California,United States","37.80849,-122.26651",1394712000,1394722799,284.87,1021.48,76,800
303381,Midtown,"Midtown,Oklahoma,United States","35.87952,-84.564102",1394679600,1394690399,272.71,989.13,51,801
303382,Midtown,"Midtown,Oklahoma,United States","35.87952,-84.564102",1394690400,1394701199,269.77,991.66,48,800
303383,Midtown,"Midtown,Oklahoma,United States","35.87952,-84.564102",1394701200,1394711999,268.43,992.91,54,800
303384,Midtown,"Midtown,Oklahoma,United States","35.87952,-84.564102",1394712000,1394722799,267.47,995.21,52,800
303385,Downtown Oklahoma City,"Downtown Oklahoma City,Oklahoma,United States","35.477,-97.50654",1394679600,1394690399,278.3,997.96,54,800
303386,Downtown Oklahoma City,"Downtown Oklahoma City,Oklahoma,United States","35.477,-97.50654",1394690400,1394701199,275.42,998.23,62,800
303387,Downtown Oklahoma City,"Downtown Oklahoma City,Oklahoma,United States","35.477,-97.50654",1394701200,1394711999,275.5,997.61,58,800
303388,Downtown Oklahoma City,"Downtown Oklahoma City,Oklahoma,United States","35.477,-97.50654",1394712000,1394722799,274.02,997.32,64,800
303389,Arts District,"Arts District,Oklahoma,United States","35.46783,-97.52238",1394679600,1394690399,278.3,997.96,54,800
303390,Arts District,"Arts District,Oklahoma,United States","35.46783,-97.52238",1394690400,1394701199,275.42,998.23,62,800
303391,Arts District,"Arts District,Oklahoma,United States","35.46783,-97.52238",1394701200,1394711999,275.5,997.61,58,800
303392,Arts District,"Arts District,Oklahoma,United States","35.46783,-97.52238",1394712000,1394722799,274.02,997.32,64,800
303393,Gifford Park,"Gifford Park,Nebraska,United States","41.26378,-95.96254",1394679600,1394690399,275.15,990.91,55,800
303394,Gifford Park,"Gifford Park,Nebraska,United States","41.26378,-95.96254",1394690400,1394701199,272.47,990.04,69,800
303395,Gifford Park,"Gifford Park,Nebraska,United States","41.26378,-95.96254",1394701200,1394711999,273.45,989.1,60,800
303396,Gifford Park,"Gifford Park,Nebraska,United States","41.26378,-95.96254",1394712000,1394722799,271.71,988.32,69,800
303397,Midtown,"Midtown,Nebraska,United States","35.87952,-84.564102",1394679600,1394690399,272.71,989.13,51,801
303398,Midtown,"Midtown,Nebraska,United States","35.87952,-84.564102",1394690400,1394701199,269.77,991.66,48,800
303399,Midtown,"Midtown,Nebraska,United States","35.87952,-84.564102",1394701200,1394711999,268.43,992.91,54,800
303400,Midtown,"Midtown,Nebraska,United States","35.87952,-84.564102",1394712000,1394722799,267.47,995.21,52,800
303401,Newport Center,"Newport Center,California,United States","33.61716,-117.87848",1394679600,1394690399,288.52,996.67,80,800
303402,Newport Center,"Newport Center,California,United States","33.61716,-117.87848",1394690400,1394701199,283.92,997.5,95,800
303403,Newport Center,"Newport Center,California,United States","33.61716,-117.87848",1394701200,1394711999,281.92,997.2,94,800
303404,Newport Center,"Newport Center,California,United States","33.61716,-117.87848",1394712000,1394722799,281.76,996.43,98,802
303405,South Orange,"South Orange,Florida,United States","40.748989,-74.261261",1394679600,1394690399,271.81,982.48,99,500
303406,South Orange,"South Orange,Florida,United States","40.748989,-74.261261",1394690400,1394701199,261.61,988.91,83,802
303407,South Orange,"South Orange,Florida,United States","40.748989,-74.261261",1394701200,1394711999,257.47,993.55,75,802
303408,South Orange,"South Orange,Florida,United States","40.748989,-74.261261",1394712000,1394722799,255.91,998.45,71,802
303409,Lake Eola Heights,"Lake Eola Heights,Florida,United States","28.54984,-81.37062",1394679600,1394690399,291.66,1020.41,95,802
303410,Lake Eola Heights,"Lake Eola Heights,Florida,United States","28.54984,-81.37062",1394690400,1394701199,290.51,1021.42,95,800
303411,Lake Eola Heights,"Lake Eola Heights,Florida,United States","28.54984,-81.37062",1394701200,1394711999,287.57,1023.95,86,800
303412,Lake Eola Heights,"Lake Eola Heights,Florida,United States","28.54984,-81.37062",1394712000,1394722799,282.91,1028.21,84,800
303413,Center City,"Center City,Pennsylvania,United States","45.393848,-92.816597",1394679600,1394690399,264.14,997.32,59,800
303414,Center City,"Center City,Pennsylvania,United States","45.393848,-92.816597",1394690400,1394701199,266.34,995.72,69,800
303415,Center City,"Center City,Pennsylvania,United States","45.393848,-92.816597",1394701200,1394711999,266.99,993.64,76,801
303416,Center City,"Center City,Pennsylvania,United States","45.393848,-92.816597",1394712000,1394722799,267.12,991.48,73,800
303417,Center City East,"Center City East,Pennsylvania,United States","39.9513,-75.15474",1394679600,1394690399,269.73,987.75,75,500
303418,Center City East,"Center City East,Pennsylvania,United States","39.9513,-75.15474",1394690400,1394701199,262.54,993.04,58,802
303419,Center City East,"Center City East,Pennsylvania,United States","39.9513,-75.15474",1394701200,1394711999,260.61,996.96,54,801
303420,Center City East,"Center City East,Pennsylvania,United States","39.9513,-75.15474",1394712000,1394722799,260.11,1001.13,49,803
303421,Logan Square,"Logan Square,Pennsylvania,United States","39.95879,-75.17179",1394679600,1394690399,269.73,987.75,75,500
303422,Logan Square,"Logan Square,Pennsylvania,United States","39.95879,-75.17179",1394690400,1394701199,262.54,993.04,58,802
303423,Logan Square,"Logan Square,Pennsylvania,United States","39.95879,-75.17179",1394701200,1394711999,260.61,996.96,54,801
303424,Logan Square,"Logan Square,Pennsylvania,United States","39.95879,-75.17179",1394712000,1394722799,260.11,1001.13,49,803
303425,Downtown Phoenix,"Downtown Phoenix,Arizona,United States","33.44102,-112.04777",1394679600,1394690399,292.47,943.9,24,802
303426,Downtown Phoenix,"Downtown Phoenix,Arizona,United States","33.44102,-112.04777",1394690400,1394701199,292.1,944.57,25,801
303427,Downtown Phoenix,"Downtown Phoenix,Arizona,United States","33.44102,-112.04777",1394701200,1394711999,290.48,944.27,25,801
303428,Downtown Phoenix,"Downtown Phoenix,Arizona,United States","33.44102,-112.04777",1394712000,1394722799,287.9,943.66,28,800
303429,Downtown,"Downtown,Pennsylvania,United States","40.44083,-79.98924",1394679600,1394690399,265.7,975.27,74,600
303430,Downtown,"Downtown,Pennsylvania,United States","40.44083,-79.98924",1394690400,1394701199,262.46,977.48,68,600
303431,Downtown,"Downtown,Pennsylvania,United States","40.44083,-79.98924",1394701200,1394711999,258.67,980.91,63,600
303432,Downtown,"Downtown,Pennsylvania,United States","40.44083,-79.98924",1394712000,1394722799,257.02,984.67,51,800
303433,Downtown,"Downtown,Oregon,United States","45.52013,-122.67974",1394679600,1394690399,282.58,1002.02,89,800
303434,Downtown,"Downtown,Oregon,United States","45.52013,-122.67974",1394690400,1394701199,278.2,1001.88,88,800
303435,Downtown,"Downtown,Oregon,United States","45.52013,-122.67974",1394701200,1394711999,276.82,1001.42,85,802
303436,Downtown,"Downtown,Oregon,United States","45.52013,-122.67974",1394712000,1394722799,275.98,1000.48,82,801
303437,Pearl District,"Pearl District,Oregon,United States","44.05432,-123.08968",1394679600,1394690399,281.89,1009.15,89,800
303438,Pearl District,"Pearl District,Oregon,United States","44.05432,-123.08968",1394690400,1394701199,277.3,1009.01,87,800
303439,Pearl District,"Pearl District,Oregon,United States","44.05432,-123.08968",1394701200,1394711999,275.36,1008.15,84,801
303440,Pearl District,"Pearl District,Oregon,United States","44.05432,-123.08968",1394712000,1394722799,274.26,1007.45,84,802
303441,Homestead,"Homestead,Oregon,United States","25.468719,-80.477562",1394679600,1394690399,296.25,1024.79,90,804
303442,Homestead,"Homestead,Oregon,United States","25.468719,-80.477562",1394690400,1394701199,295.53,1025.06,95,803
303443,Homestead,"Homestead,Oregon,United States","25.468719,-80.477562",1394701200,1394711999,294.02,1025.57,95,801
303444,Homestead,"Homestead,Oregon,United States","25.468719,-80.477562",1394712000,1394722799,291.64,1027.96,99,801
303445,Northwest District,"Northwest District,Oregon,United States","45.52981,-122.6979",1394679600,1394690399,282.58,1002.02,89,800
303446,Northwest District,"Northwest District,Oregon,United States","45.52981,-122.6979",1394690400,1394701199,278.2,1001.88,88,800
303447,Northwest District,"Northwest District,Oregon,United States","45.52981,-122.6979",1394701200,1394711999,276.82,1001.42,85,802
303448,Northwest District,"Northwest District,Oregon,United States","45.52981,-122.6979",1394712000,1394722799,275.98,1000.48,82,801
303449,Buckman,"Buckman,Oregon,United States","45.51791,-122.65264",1394679600,1394690399,282.58,1002.02,89,800
303450,Buckman,"Buckman,Oregon,United States","45.51791,-122.65264",1394690400,1394701199,278.2,1001.88,88,800
303451,Buckman,"Buckman,Oregon,United States","45.51791,-122.65264",1394701200,1394711999,276.82,1001.42,85,802
303452,Buckman,"Buckman,Oregon,United States","45.51791,-122.65264",1394712000,1394722799,275.98,1000.48,82,801
303453,Lloyd District,"Lloyd District,Oregon,United States","45.53079,-122.66117",1394679600,1394690399,282.58,1002.02,89,800
303454,Lloyd District,"Lloyd District,Oregon,United States","45.53079,-122.66117",1394690400,1394701199,278.2,1001.88,88,800
303455,Lloyd District,"Lloyd District,Oregon,United States","45.53079,-122.66117",1394701200,1394711999,276.82,1001.42,85,802
303456,Lloyd District,"Lloyd District,Oregon,United States","45.53079,-122.66117",1394712000,1394722799,275.98,1000.48,82,801
303457,Downtown,"Downtown,Virginia,United States","37.02779,-76.34512",1394679600,1394690399,282.89,1006.07,78,501
303458,Downtown,"Downtown,Virginia,United States","37.02779,-76.34512",1394690400,1394701199,279.22,1012.01,88,800
303459,Downtown,"Downtown,Virginia,United States","37.02779,-76.34512",1394701200,1394711999,276.91,1015.92,100,800
303460,Downtown,"Downtown,Virginia,United States","37.02779,-76.34512",1394712000,1394722799,275.23,1020.75,100,801
